id_2000,id_2004,area_m2_2000,area_m2_2004,habitat_2000,habitat_2004,costdist_2000,costdist_2004,elev_2000,elev_2004,edge_2000,edge_2004,track_2000,track_2004,restoration_2000,restoration_2004,zone_2000,zone_2004,,monitoring_site_2000,monitoring_site_2004
2287,2287,18,18,blind channel,blind channel,1302.854,1302.854,6.1907382,6.1907382,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2288,2288,25,25,blind channel,blind channel,1485.021,1485.021,4.670908,4.670908,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2289,2289,19,19,blind channel,blind channel,1612.129,1612.129,8.0580683,8.0580683,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2290,2290,33,33,blind channel,blind channel,1482.814,1482.814,4.670908,4.670908,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2291,2291,19,19,blind channel,blind channel,1155.103,1155.103,5.5797491,5.5797491,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2292,2292,19,19,blind channel,blind channel,1496.471,1496.471,4.670908,4.670908,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2293,2293,26,26,blind channel,blind channel,1356.846,1356.846,5.9198642,5.9198642,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2294,2294,14,14,blind channel,blind channel,963.0159,963.0159,7.427217,7.427217,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2295,2295,90,90,blind channel,blind channel,1083.156,1083.156,2.764148,2.764148,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2296,2296,15,15,blind channel,blind channel,982.9302,982.9302,7.6046081,7.6046081,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2297,2297,115,115,blind channel,blind channel,1061.893,1061.893,2.764148,2.764148,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2298,2298,10,10,blind channel,blind channel,952.5662,952.5662,7.4187059,7.4187059,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2299,2299,15,15,blind channel,blind channel,967.6875,967.6875,7.6046081,7.6046081,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2300,2300,13,13,blind channel,blind channel,952.8591,952.8591,7.427217,7.427217,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2301,2301,15,15,blind channel,blind channel,1139.875,1139.875,5.5797491,5.5797491,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2302,2302,136,136,blind channel,blind channel,932.996,932.996,0.871349,0.871349,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2303,2303,22,22,blind channel,blind channel,1341.325,1341.325,5.4991632,5.4991632,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2304,2304,16,16,blind channel,blind channel,938.1165,938.1165,7.3036032,7.3036032,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2305,2305,20,20,blind channel,blind channel,1596.265,1596.265,7.817492,7.817492,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2306,2306,25,25,blind channel,blind channel,1287.733,1287.733,5.7349248,5.7349248,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2307,2307,41,41,blind channel,blind channel,1467.864,1467.864,4.670908,4.670908,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2308,2308,8,8,blind channel,blind channel,998.2439,998.2439,7.7158198,7.7158198,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2309,2309,6,6,blind channel,blind channel,1350.089,1350.089,7.473381,7.473381,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2310,2310,138,138,blind channel,blind channel,1076.742,1076.742,2.9114189,2.9114189,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2311,2311,17,17,blind channel,blind channel,1501.335,1501.335,6.8501081,6.8501081,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2312,2312,15,15,blind channel,blind channel,1123.976,1123.976,5.4310722,5.4310722,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2313,2313,20,20,blind channel,blind channel,742.194,742.194,5.5098228,5.5098228,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2314,2314,20,20,blind channel,blind channel,756.694,756.694,5.6263242,5.6263242,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2315,2315,8,8,blind channel,blind channel,1516.335,1516.335,7.35603,7.35603,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2316,2316,18,18,blind channel,blind channel,1118.233,1118.233,5.4310722,5.4310722,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2317,2317,2,2,blind channel,blind channel,774.6438,774.6438,5.7321119,5.7321119,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2318,2318,17,17,blind channel,blind channel,1486.385,1486.385,6.2547388,6.2547388,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2319,2319,12,12,blind channel,blind channel,771.9367,771.9367,5.722578,5.722578,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2320,2320,9,9,blind channel,blind channel,1259.369,1259.369,6.1321592,6.1321592,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2321,2321,19,19,blind channel,blind channel,1337.81,1337.81,6.08007,6.08007,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2322,2322,16,16,blind channel,blind channel,922.7672,922.7672,6.9844151,6.9844151,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2323,2323,20,20,blind channel,blind channel,1473.021,1473.021,4.6944032,4.6944032,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2324,2324,20,20,blind channel,blind channel,728.0016,728.0016,5.4770198,5.4770198,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2325,2325,10,10,blind channel,blind channel,1120.44,1120.44,5.4310722,5.4310722,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2326,2326,19,19,blind channel,blind channel,713.5016,713.5016,5.4543509,5.4543509,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2327,2327,21,21,blind channel,blind channel,1326.618,1326.618,5.4991632,5.4991632,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2328,2328,98,98,blind channel,blind channel,919.5316,919.5316,0.871349,0.871349,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2329,2329,17,17,blind channel,blind channel,1244.919,1244.919,4.5290618,4.5290618,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2330,2330,20,20,blind channel,blind channel,698.259,698.259,5.3499341,5.3499341,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2331,2331,4,4,blind channel,blind channel,1345.674,1345.674,6.7529459,6.7529459,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2332,2332,11,11,blind channel,blind channel,1582.765,1582.765,7.817492,7.817492,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2333,2333,18,18,blind channel,blind channel,1323.911,1323.911,5.4991632,5.4991632,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2334,2334,28,28,blind channel,blind channel,1272.99,1272.99,4.912353,4.912353,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2335,2335,26,26,blind channel,blind channel,1102.419,1102.419,5.2722192,5.2722192,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2336,2336,16,16,blind channel,blind channel,1581.35,1581.35,7.5788212,7.5788212,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2337,2337,16,16,blind channel,blind channel,1452.536,1452.536,4.613481,4.613481,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2338,2338,15,15,blind channel,blind channel,1134.011,1134.011,5.4310722,5.4310722,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2339,2339,10,10,blind channel,blind channel,1459.571,1459.571,4.613481,4.613481,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2340,2340,15,15,blind channel,blind channel,1459.364,1459.364,4.613481,4.613481,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2341,2341,8,8,blind channel,blind channel,1452.036,1452.036,4.613481,4.613481,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2342,2342,98,98,blind channel,blind channel,1091.677,1091.677,3.163301,3.163301,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2343,2343,17,17,blind channel,blind channel,934.0245,934.0245,7.1471181,7.1471181,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2344,2344,20,20,blind channel,blind channel,913.0748,913.0748,6.8011599,6.8011599,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2345,2345,14,14,blind channel,blind channel,948.7672,948.7672,7.350565,7.350565,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2346,2346,22,22,blind channel,blind channel,1566.608,1566.608,6.5673618,6.5673618,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2347,2347,16,16,blind channel,blind channel,1148.547,1148.547,5.5797491,5.5797491,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2348,2348,8,8,blind channel,blind channel,963.4743,963.4743,7.4995151,7.4995151,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2349,2349,11,11,blind channel,blind channel,918.989,918.989,6.9288621,6.9288621,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2350,2350,8,8,blind channel,blind channel,1163.875,1163.875,7.8032598,7.8032598,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2351,2351,19,19,blind channel,blind channel,1446.121,1446.121,4.613481,4.613481,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2352,2352,11,11,blind channel,blind channel,1446.536,1446.536,4.613481,4.613481,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2353,2353,20,20,blind channel,blind channel,683.824,683.824,5.275423,5.275423,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2354,2354,14,14,blind channel,blind channel,1259.627,1259.627,4.8265429,4.8265429,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2355,2355,14,14,blind channel,blind channel,1311.304,1311.304,5.4991632,5.4991632,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2356,2356,14,14,blind channel,blind channel,1591.386,1591.386,7.5788212,7.5788212,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2357,2357,25,25,blind channel,blind channel,1230.348,1230.348,4.5264602,4.5264602,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2358,2358,83,83,blind channel,blind channel,1105.441,1105.441,3.3049681,3.3049681,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2359,2359,19,19,blind channel,blind channel,1086.984,1086.984,5.2515378,5.2515378,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2360,2360,43,43,blind channel,blind channel,1127.484,1127.484,3.4049039,3.4049039,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2361,2361,10,10,blind channel,blind channel,1308.89,1308.89,5.4991632,5.4991632,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2362,2362,91,91,blind channel,blind channel,906.6884,906.6884,0.871349,0.871349,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2363,2363,9,9,blind channel,blind channel,1308.39,1308.39,5.4991632,5.4991632,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2364,2364,22,22,blind channel,blind channel,898.0185,898.0185,6.7661281,6.7661281,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2365,2365,19,19,blind channel,blind channel,693.0311,693.0311,5.162529,5.162529,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2366,2366,16,16,blind channel,blind channel,1227.556,1227.556,4.5180068,4.5180068,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2367,2367,22,22,blind channel,blind channel,1257.005,1257.005,4.8265429,4.8265429,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2368,2368,19,19,blind channel,blind channel,692.6219,692.6219,5.162529,5.162529,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2369,2369,32,32,blind channel,blind channel,1112.155,1112.155,2.576391,2.576391,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2370,2370,39,39,blind channel,blind channel,1242.419,1242.419,4.5290618,4.5290618,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2371,2371,19,19,blind channel,blind channel,1082.035,1082.035,5.2515378,5.2515378,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2372,2372,1,1,blind channel,blind channel,1225.848,1225.848,4.415082,4.415082,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2373,2373,62,62,blind channel,blind channel,1121.305,1121.305,3.4049039,3.4049039,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2374,2374,16,16,blind channel,blind channel,1296.269,1296.269,5.1487322,5.1487322,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2375,2375,9,9,blind channel,blind channel,1081.949,1081.949,5.2515378,5.2515378,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2376,2376,20,20,blind channel,blind channel,1551.415,1551.415,6.0669799,6.0669799,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2377,2377,40,40,blind channel,blind channel,1435.086,1435.086,4.4018888,4.4018888,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2378,2378,13,13,blind channel,blind channel,1227.348,1227.348,4.324172,4.324172,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2379,2379,16,16,blind channel,blind channel,1258.248,1258.248,8.3480482,8.3480482,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2380,2380,18,18,blind channel,blind channel,1443.364,1443.364,4.4018888,4.4018888,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2381,2381,8,8,blind channel,blind channel,1273.041,1273.041,8.2142582,8.2142582,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2382,2382,42,42,blind channel,blind channel,1221.727,1221.727,4.324172,4.324172,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2383,2383,35,35,blind channel,blind channel,1095.877,1095.877,3.5111489,3.5111489,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2384,2384,21,21,blind channel,blind channel,1264.541,1264.541,4.912353,4.912353,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2385,2385,7,7,blind channel,blind channel,1109.798,1109.798,5.3411551,5.3411551,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2386,2386,22,22,blind channel,blind channel,1279.026,1279.026,4.912353,4.912353,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2387,2387,16,16,blind channel,blind channel,1242.505,1242.505,4.415082,4.415082,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2388,2388,18,18,blind channel,blind channel,1473.592,1473.592,6.4802279,6.4802279,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2389,2389,19,19,blind channel,blind channel,1539.516,1539.516,6.0669799,6.0669799,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2390,2390,22,22,blind channel,blind channel,678.2727,678.2727,5.052619,5.052619,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2391,2391,8,8,blind channel,blind channel,1289.354,1289.354,5.1487322,5.1487322,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2392,2392,16,16,blind channel,blind channel,1096.056,1096.056,5.2515378,5.2515378,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2393,2393,16,16,blind channel,blind channel,1289.854,1289.854,5.1487322,5.1487322,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2394,2394,41,41,blind channel,blind channel,1079.806,1079.806,3.5638421,3.5638421,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2395,2395,8,8,blind channel,blind channel,1607.043,1607.043,8.1451826,8.1451826,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2396,2396,22,22,blind channel,blind channel,882.2905,882.2905,6.700314,6.700314,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2397,2397,18,18,blind channel,blind channel,1459.349,1459.349,4.613481,4.613481,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2398,2398,21,21,blind channel,blind channel,1523.895,1523.895,5.907639,5.907639,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2399,2399,87,87,blind channel,blind channel,894.9666,894.9666,0.871349,0.871349,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2400,2400,9,9,blind channel,blind channel,1541.43,1541.43,6.0669799,6.0669799,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2401,2401,16,16,blind channel,blind channel,1553.537,1553.537,6.0669799,6.0669799,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2402,2402,17,17,blind channel,blind channel,1305.804,1305.804,5.5294218,5.5294218,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2403,2403,26,26,blind channel,blind channel,1066.464,1066.464,5.2515378,5.2515378,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2404,2404,37,37,blind channel,blind channel,1063.321,1063.321,4.1034031,4.1034031,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2405,2405,24,24,blind channel,blind channel,1509.202,1509.202,5.7627358,5.7627358,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2406,2406,8,8,blind channel,blind channel,1567.401,1567.401,6.5673618,6.5673618,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2407,2407,14,14,blind channel,blind channel,1288.854,1288.854,5.1487322,5.1487322,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2408,2408,33,33,blind channel,blind channel,1420.379,1420.379,4.4018888,4.4018888,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2409,2409,9,9,blind channel,blind channel,1321.79,1321.79,5.8640099,5.8640099,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2410,2410,44,44,blind channel,blind channel,1205.57,1205.57,4.324172,4.324172,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2411,2411,7,7,blind channel,blind channel,1336.568,1336.568,7.0886741,7.0886741,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2412,2412,16,16,blind channel,blind channel,1320.997,1320.997,5.8640099,5.8640099,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2413,2413,28,28,blind channel,blind channel,887.795,887.795,0.9062805,0.9062805,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2414,2414,8,8,blind channel,blind channel,1487.456,1487.456,7.0052562,7.0052562,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2415,2415,20,20,blind channel,blind channel,663.2164,663.2164,5.0450311,5.0450311,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2416,2416,28,28,blind channel,blind channel,867.8555,867.8555,6.5651078,6.5651078,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2417,2417,189151,189151,nearshore,nearshore,885.7092,885.7092,0.9062805,0.9062805,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2418,2418,24,24,blind channel,blind channel,1493.303,1493.303,5.7627358,5.7627358,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2419,2419,35,35,blind channel,blind channel,1047.507,1047.507,4.2349601,4.2349601,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2420,2420,19,19,blind channel,blind channel,647.8524,647.8524,5.0001059,5.0001059,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2421,2421,8,8,blind channel,blind channel,1302.254,1302.254,5.5294218,5.5294218,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2422,2422,6,6,blind channel,blind channel,1331.275,1331.275,7.1335211,7.1335211,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2423,2423,28,28,blind channel,blind channel,1051.135,1051.135,5.2515378,5.2515378,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2424,2424,30,30,blind channel,blind channel,1031.022,1031.022,4.2879829,4.2879829,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2425,2425,9,9,blind channel,blind channel,918.755,918.755,7.054337,7.054337,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2426,2426,16,16,blind channel,blind channel,903.1337,903.1337,6.875699,6.875699,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2427,2427,37,37,blind channel,blind channel,1404.965,1404.965,4.3982258,4.3982258,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2428,2428,54,54,blind channel,blind channel,1189.585,1189.585,4.2095871,4.2095871,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2429,2429,23,23,blind channel,blind channel,617.9529,617.9529,4.7938399,4.7938399,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2430,2430,29,29,blind channel,blind channel,1478.453,1478.453,5.7627358,5.7627358,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2431,2431,23,23,blind channel,blind channel,632.5387,632.5387,4.905448,4.905448,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2432,2432,21,21,blind channel,blind channel,602.8315,602.8315,4.7938399,4.7938399,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2433,2433,8,8,blind channel,blind channel,1091.742,1091.742,8.0442648,8.0442648,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2434,2434,21,21,blind channel,blind channel,851.8702,851.8702,6.3172312,6.3172312,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2435,2435,17,17,blind channel,blind channel,888.4769,888.4769,6.6995168,6.6995168,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2436,2436,35,35,blind channel,blind channel,1014.744,1014.744,4.3486471,4.3486471,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2437,2437,13,13,blind channel,blind channel,1047.135,1047.135,5.2515378,5.2515378,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2438,2438,14,14,blind channel,blind channel,1076.206,1076.206,7.74511,7.74511,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2439,2439,18,18,blind channel,blind channel,873.3555,873.3555,6.667748,6.667748,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2440,2440,8,8,blind channel,blind channel,1198.727,1198.727,4.2426791,4.2426791,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2441,2441,44,44,blind channel,blind channel,1039.685,1039.685,5.2515378,5.2515378,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2442,2442,16,16,blind channel,blind channel,1062.171,1062.171,5.3590002,5.3590002,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2443,2443,10,10,blind channel,blind channel,642.2813,642.2813,5.0001059,5.0001059,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2444,2444,44,44,blind channel,blind channel,998.8442,998.8442,4.1947422,4.1947422,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2445,2445,16,16,blind channel,blind channel,858.8702,858.8702,6.3172312,6.3172312,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2446,2446,18,18,blind channel,blind channel,627.66,627.66,4.959866,4.959866,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2447,2447,30,30,blind channel,blind channel,590.2103,590.2103,4.7687292,4.7687292,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2448,2448,18,18,blind channel,blind channel,612.4174,612.4174,4.7938399,4.7938399,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2449,2449,14,14,blind channel,blind channel,843.1276,843.1276,6.23141,6.23141,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2450,2450,33,33,blind channel,blind channel,1174.549,1174.549,3.9509571,3.9509571,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2451,2451,26,26,blind channel,blind channel,838.0063,838.0063,6.23141,6.23141,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2452,2452,28,28,blind channel,blind channel,1462.468,1462.468,5.5584149,5.5584149,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2453,2453,28,28,blind channel,blind channel,1173.342,1173.342,3.9509571,3.9509571,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2454,2454,28,28,blind channel,blind channel,1389.758,1389.758,4.2433829,4.2433829,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2455,2455,15,15,blind channel,blind channel,1184.499,1184.499,3.9509571,3.9509571,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2456,2456,36,36,blind channel,blind channel,982.566,982.566,4.0754681,4.0754681,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2457,2457,18,18,blind channel,blind channel,597.296,597.296,4.7687292,4.7687292,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2458,2458,36,36,blind channel,blind channel,1026.943,1026.943,5.2626672,5.2626672,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2459,2459,8,8,blind channel,blind channel,1973.228,1973.228,2.9787199,2.9787199,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2460,2460,1,1,nearshore,nearshore,617.0544,617.0544,5.136961,5.136961,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2461,2461,41,41,blind channel,blind channel,966.5452,966.5452,4.0754681,4.0754681,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2462,2462,8,8,blind channel,blind channel,1495.075,1495.075,8.3986683,8.3986683,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2463,2463,8,8,blind channel,blind channel,1250.967,1250.967,8.2039862,8.2039862,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2464,2464,27,27,blind channel,blind channel,822.1068,822.1068,6.1576381,6.1576381,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2465,2465,18,18,blind channel,blind channel,1448.19,1448.19,5.4926219,5.4926219,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2466,2466,36,36,blind channel,blind channel,950.8884,950.8884,4.1074309,4.1074309,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2467,2467,39,39,blind channel,blind channel,1157.15,1157.15,3.9509571,3.9509571,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2468,2468,13,13,blind channel,blind channel,1446.983,1446.983,5.4926219,5.4926219,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2469,2469,38,38,blind channel,blind channel,1374.136,1374.136,4.2307029,4.2307029,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2470,2470,10,10,blind channel,blind channel,1450.776,1450.776,5.4926219,5.4926219,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2471,2471,15,15,blind channel,blind channel,1957.5,1957.5,3.0263989,3.0263989,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
2472,2472,17,17,blind channel,blind channel,1011.043,1011.043,5.2626672,5.2626672,0,0,0,0,,,Stanwood_Camano,Stanwood_Camano,,,
