id,cnt,chk,ein,eout,area_m2,habitat,path_med,path_min,path_max,elev_m,edge,track,restoration,zone,GagueDist,monitoring_site,TideGateImpact,StartPoint
9291,,,,,9,blind channel,2517.505,,,4.610780716,0,0,,SF Delta,19595.802734375,,,
9292,,,,,10,blind channel,2517.834,,,2.911546946,0,0,,SF Delta,19597.630859375,,,
9293,,,,,8,blind channel,2513.798,,,2.022512436,0,0,,SF Delta,19592.802734375,,,
9294,,,,,8,blind channel,2533.026,,,2.501406193,0,0,,SF Delta,19612.529296875,,,
9295,,,,,17,blind channel,2400.801,,,1.883573055,0,0,,SF Delta,19479.0625,,,
9296,,,,,8,blind channel,2507.263,,,4.861172199,0,0,,SF Delta,19586.974609375,,,
9297,,,,,14,blind channel,2505.263,,,3.143178463,0,0,,SF Delta,19584.974609375,,,
9298,,,,,20,blind channel,2385.937,,,3.349981546,0,0,,SF Delta,19464.404296875,,,
9299,,,,,15,blind channel,2489.985,,,2.399527073,0,0,,SF Delta,19569.90234375,,,
9300,,,,,7,blind channel,2520.284,,,2.256264925,0,0,,SF Delta,19600.287109375,,,
9301,,,,,16,blind channel,2474.206,,,2.994103909,0,0,,SF Delta,19554.41796875,,,
9302,,,,,15,blind channel,2415.336,,,2.529385567,0,0,,SF Delta,19493.3046875,,,
9303,,,,,9,blind channel,2459.014,,,2.217582464,0,0,,SF Delta,19538.931640625,,,
9304,,,,,11,blind channel,2457.928,,,1.894775867,0,0,,SF Delta,19536.931640625,,,
9305,,,,,14,blind channel,2442.771,,,4.085581303,0,0,,SF Delta,19521.447265625,,,
9306,,,,,15,blind channel,2430.443,,,3.958946228,0,0,,SF Delta,19509.205078125,,,
9307,,,,,10,blind channel,2462.378,,,3.530877352,0,0,,SF Delta,19542.173828125,,,
9308,,,,,9,blind channel,2432.564,,,2.52568531,0,0,,SF Delta,19510.619140625,,,
9309,,,,,15,blind channel,2478.57,,,2.256264925,0,0,,SF Delta,19558.07421875,,,
9310,,,,,14,blind channel,2494.106,,,3.782889366,0,0,,SF Delta,19572.90234375,,,
9311,,,,,7,blind channel,2446.585,,,1.833035827,0,0,,SF Delta,19524.345703125,,,
9312,,,,,16,blind channel,2508.641,,,4.247321129,0,0,,SF Delta,19587.14453125,,,
9313,,,,,15,blind channel,2523.141,,,2.256264925,0,0,,SF Delta,19602.55859375,,,
9314,,,,,8,blind channel,2537.041,,,4.101420403,0,0,,SF Delta,19617.458984375,,,
9315,,,,,18,blind channel,2265.998,,,4.721436977,0,0,,SF Delta,19498.517578125,,,
9316,,,,,19,blind channel,2251.634,,,4.307214737,0,0,,SF Delta,19484.033203125,,,
9317,,,,,16,blind channel,2236.306,,,5.558679104,0,0,,SF Delta,19468.619140625,,,
9318,,,,,21,blind channel,2297.105,,,5.359787464,0,0,,SF Delta,19530.24609375,,,
9319,,,,,17,blind channel,2281.776,,,4.473146915,0,0,,SF Delta,19515.00390625,,,
9320,,,,,19,blind channel,2312.055,,,4.247321129,0,0,,SF Delta,19545.48828125,,,
9321,,,,,8,blind channel,2327.262,,,2.171003819,0,0,,SF Delta,19560.90234375,,,
9322,,,,,12,blind channel,2319.883,,,4.974358082,0,0,,SF Delta,19553.31640625,,,
9323,,,,,15,blind channel,2335.747,,,2.82275176,0,0,,SF Delta,19568.974609375,,,
9324,,,,,12,blind channel,2351.646,,,3.061758518,0,0,,SF Delta,19585.287109375,,,
9325,,,,,9,blind channel,2354.475,,,2.256264925,0,0,,SF Delta,19587.701171875,,,
9326,,,,,10,blind channel,2356.975,,,4.001962662,0,0,,SF Delta,19589.701171875,,,
9327,,,,,8,blind channel,2371.667,,,5.555227757,0,0,,SF Delta,19605.1875,,,
9328,,,,,7,blind channel,2476.165,,,2.994103909,0,0,,SF Delta,19709.09765625,,,
9329,,,,,15,blind channel,2460.836,,,2.518059731,0,0,,SF Delta,19694.26953125,,,
9330,,,,,15,blind channel,2370.375,,,4.001962662,0,0,,SF Delta,19603.6015625,,,
9331,,,,,16,blind channel,2445.765,,,4.247321129,0,0,,SF Delta,19679.19921875,,,
9332,,,,,16,blind channel,2386.102,,,5.359787464,0,0,,SF Delta,19619.328125,,,
9333,,,,,7,blind channel,2468.836,,,3.390332937,0,0,,SF Delta,19701.85546875,,,
9334,,,,,8,blind channel,2453.094,,,5.555227757,0,0,,SF Delta,19686.61328125,,,
9335,,,,,11,blind channel,2450.765,,,2.256264925,0,0,,SF Delta,19684.19921875,,,
9336,,,,,17,blind channel,2431.437,,,4.861172199,0,0,,SF Delta,19664.95703125,,,
9337,,,,,19,blind channel,2400.744,,,4.721436977,0,0,,SF Delta,19634.470703125,,,
9338,,,,,10,blind channel,2435.523,,,4.247321129,0,0,,SF Delta,19668.95703125,,,
9339,,,,,11,blind channel,2455.387,,,2.446455717,0,0,,SF Delta,19689.02734375,,,
9340,,,,,17,blind channel,2416.194,,,2.446455717,0,0,,SF Delta,19649.712890625,,,
9341,,,,,15,blind channel,2469.458,,,3.530877352,0,0,,SF Delta,19704.09765625,,,
9342,,,,,15,blind channel,2483.322,,,3.782889366,0,0,,SF Delta,19717.755859375,,,
9343,,,,,7,blind channel,2213.9,,,4.001962662,0,0,,SF Delta,19572.78515625,,,
9344,,,,,7,blind channel,2498.171,,,3.782889366,0,0,,SF Delta,19731.8984375,,,
9345,,,,,7,blind channel,2312.661,,,3.390332937,0,0,,SF Delta,19674.25390625,,,
9346,,,,,14,blind channel,2227.093,,,3.782889366,0,0,,SF Delta,19586.09765625,,,
9347,,,,,16,blind channel,2270.519,,,2.446455717,0,0,,SF Delta,19629.697265625,,,
9348,,,,,3,blind channel,2303.368,,,4.307214737,0,0,,SF Delta,19663.25390625,,,
9349,,,,,15,blind channel,2241.442,,,5.359787464,0,0,,SF Delta,19601.240234375,,,
9350,,,,,8,blind channel,2470.257,,,2.446455717,0,0,,SF Delta,19835.20703125,,,
9351,,,,,14,blind channel,2297.626,,,2.171003819,0,0,,SF Delta,19659.009765625,,,
9352,,,,,15,blind channel,2282.883,,,4.473146915,0,0,,SF Delta,19643.181640625,,,
9353,,,,,5,blind channel,2297.918,,,3.061758518,0,0,,SF Delta,19658.009765625,,,
9354,,,,,15,blind channel,2455.928,,,2.171003819,0,0,,SF Delta,19820.376953125,,,
9355,,,,,16,blind channel,2256.084,,,2.516404152,0,0,,SF Delta,19614.96875,,,
9356,,,,,15,blind channel,2441.443,,,3.016058922,0,0,,SF Delta,19805.892578125,,,
9357,,,,,15,blind channel,2464.843,,,2.513123274,0,0,,SF Delta,19830.20703125,,,
9358,,,,,14,blind channel,2449.686,,,2.994103909,0,0,,SF Delta,19814.134765625,,,
9359,,,,,15,blind channel,2285.939,,,2.994103909,0,0,,SF Delta,19650.181640625,,,
9360,,,,,18,blind channel,2300.939,,,2.256264925,0,0,,SF Delta,19665.595703125,,,
9361,,,,,12,blind channel,2271.161,,,3.390332937,0,0,,SF Delta,19636.111328125,,,
9362,,,,,8,blind channel,2479.863,,,5.07240057,0,0,,SF Delta,19845.51953125,,,
9363,,,,,17,blind channel,2428.165,,,4.822329044,0,0,,SF Delta,19792.822265625,,,
9364,,,,,15,blind channel,2316.925,,,3.782889366,0,0,,SF Delta,19680.66796875,,,
9365,,,,,11,blind channel,2434.079,,,2.994103909,0,0,,SF Delta,19798.822265625,,,
9366,,,,,4,blind channel,2264.626,,,3.016058922,0,0,,SF Delta,19630.453125,,,
9367,,,,,7,blind channel,2396.887,,,2.526246548,0,0,,SF Delta,19761.3359375,,,
9368,,,,,15,blind channel,2332.653,,,2.64187479,0,0,,SF Delta,19696.80859375,,,
9369,,,,,15,blind channel,2413.972,,,3.782889366,0,0,,SF Delta,19778.921875,,,
9370,,,,,11,blind channel,2381.401,,,3.016058922,0,0,,SF Delta,19746.265625,,,
9371,,,,,33,blind channel,2362.659,,,2.297695398,0,0,,SF Delta,19726.607421875,,,
9372,,,,,16,blind channel,2347.588,,,5.229691505,0,0,,SF Delta,19711.537109375,,,
9373,,,,,28,blind channel,2377.401,,,4.812520981,0,0,,SF Delta,19741.8515625,,,
9374,,,,,20,blind channel,2385.23,,,3.390332937,0,0,,SF Delta,19749.6796875,,,
9375,,,,,16,blind channel,2400.144,,,5.61767292,0,0,,SF Delta,19765.09375,,,
9376,,,,,6,blind channel,2459.961,,,2.211150408,0,0,,SF Delta,19838.833984375,,,
9377,,,,,12,blind channel,2451.047,,,3.782889366,0,0,,SF Delta,19830.419921875,,,
9378,,,,,2,blind channel,2452.668,,,2.528621197,0,0,,SF Delta,19833.248046875,,,
9379,,,,,16,blind channel,2423.819,,,4.822329044,0,0,,SF Delta,19803.10546875,,,
9380,,,,,17,blind channel,2438.976,,,2.994103909,0,0,,SF Delta,19818.76171875,,,
9381,,,,,6,blind channel,2333.843,,,3.201189041,0,1,,SF Delta,19712.8515625,,,
9382,,,,,12,blind channel,2408.541,,,5.07240057,0,0,,SF Delta,19787.62109375,,,
9383,,,,,9,blind channel,2440.89,,,4.73735857,0,0,,SF Delta,19819.76171875,,,
9384,,,,,12,blind channel,2343.257,,,3.538057327,0,1,,SF Delta,19721.09375,,,
9385,,,,,15,blind channel,2357.414,,,6.094734192,0,0,,SF Delta,19736.578125,,,
9386,,,,,14,blind channel,2398.884,,,4.812520981,0,0,,SF Delta,19777.962890625,,,
9387,,,,,9,blind channel,2400.591,,,3.390332937,0,0,,SF Delta,19779.376953125,,,
9388,,,,,14,blind channel,2383.727,,,2.181758642,0,0,,SF Delta,19762.892578125,,,
9389,,,,,17,blind channel,2372.727,,,4.73735857,0,0,,SF Delta,19751.892578125,,,
9390,,,,,15,blind channel,2456.083,,,3.142986298,0,0,,SF Delta,19835.662109375,,,
9391,,,,,13,blind channel,2380.677,,,3.061758518,0,0,,SF Delta,19759.548828125,,,
9392,,,,,8,blind channel,2415.384,,,4.822329044,0,0,,SF Delta,19794.79296875,,,
9393,,,,,16,blind channel,2470.068,,,3.501452446,0,0,,SF Delta,19850.146484375,,,
9394,,,,,14,blind channel,2239.25,,,4.812520981,0,0,,SF Delta,19675.83984375,,,
9395,,,,,10,blind channel,2474.932,,,4.812520981,0,0,,SF Delta,19853.8046875,,,
9396,,,,,15,blind channel,2395.112,,,5.07240057,0,0,,SF Delta,19775.27734375,,,
9397,,,,,14,blind channel,2482.382,,,3.037148476,0,0,,SF Delta,19862.4609375,,,
9398,,,,,15,blind channel,2490.16,,,3.636502028,0,0,,SF Delta,19869.53125,,,
9399,,,,,15,blind channel,2254.443,,,3.224230289,0,0,,SF Delta,19691.326171875,,,
9400,,,,,8,blind channel,2497.367,,,3.383185863,0,0,,SF Delta,19876.947265625,,,
9401,,,,,15,blind channel,2410.633,,,1.757655859,0,0,,SF Delta,19790.591796875,,,
9402,,,,,7,blind channel,2438.76,,,3.636502028,0,0,,SF Delta,19819.21875,,,
9403,,,,,14,blind channel,2518.595,,,3.390332937,0,0,,SF Delta,19898.259765625,,,
9404,,,,,16,blind channel,2504.731,,,5.747868538,0,0,,SF Delta,19884.603515625,,,
9405,,,,,15,blind channel,2533.509,,,3.377337217,0,0,,SF Delta,19913.087890625,,,
9406,,,,,16,blind channel,2424.775,,,3.50672102,0,0,,SF Delta,19805.146484375,,,
9407,,,,,8,blind channel,2270.393,,,4.812520981,0,0,,SF Delta,19706.982421875,,,
9408,,,,,8,blind channel,2547.994,,,4.848778248,0,0,,SF Delta,19927.16015625,,,
9409,,,,,23,blind channel,2303.014,,,3.501452446,0,0,,SF Delta,19740.052734375,,,
9410,,,,,8,blind channel,2352.173,,,2.429308891,0,0,,SF Delta,19910.271484375,,,
9411,,,,,8,blind channel,2317.449,,,4.812520981,0,0,,SF Delta,19755.1953125,,,
9412,,,,,15,blind channel,2336.238,,,3.501452446,0,0,,SF Delta,19895.544921875,,,
9413,,,,,15,blind channel,2320.631,,,2.526246548,0,0,,SF Delta,19879.23046875,,,
9414,,,,,11,blind channel,2304.525,,,3.501452446,0,0,,SF Delta,19863.33203125,,,
9415,,,,,4,blind channel,2298.489,,,2.191601038,0,0,,SF Delta,19857.087890625,,,
9416,,,,,8,blind channel,2335.599,,,6.181581497,0,0,,SF Delta,19989.669921875,,,
9417,,,,,4,blind channel,2320.005,,,4.31334734,0,0,,SF Delta,19835.365234375,,,
9418,,,,,15,blind channel,2320.871,,,3.377337217,0,0,,SF Delta,19973.94140625,,,
9419,,,,,7,blind channel,2213.966,,,3.383185863,0,0,,SF Delta,19968.380859375,,,
9420,,,,,12,blind channel,2325.869,,,3.383185863,0,0,,SF Delta,19842.607421875,,,
9421,,,,,15,blind channel,2305.886,,,2.429308891,0,0,,SF Delta,19959.455078125,,,
9422,,,,,15,blind channel,2341.268,,,5.07240057,0,0,,SF Delta,19857.3359375,,,
9423,,,,,15,blind channel,2199.273,,,2.450797081,0,0,,SF Delta,19952.896484375,,,
9424,,,,,3,blind channel,2335.007,,,3.377337217,0,0,,SF Delta,19989.28515625,,,
9425,,,,,14,blind channel,2290.279,,,3.377337217,0,0,,SF Delta,19944.142578125,,,
9426,,,,,8,blind channel,2356.289,,,3.533340216,0,0,,SF Delta,19871.650390625,,,
9427,,,,,15,blind channel,2183.96,,,3.501452446,0,0,,SF Delta,19937.58203125,,,
9428,,,,,14,blind channel,2329.472,,,3.501452446,0,0,,SF Delta,19983.041015625,,,
9429,,,,,12,blind channel,2282.708,,,3.501452446,0,0,,SF Delta,19936.0703125,,,
9430,,,,,12,blind channel,2283.208,,,2.383532524,0,0,,SF Delta,19937.0703125,,,
9431,,,,,773,distributary channel,2190.463,,,3.377337217,1,0,,SF Delta,19520.701171875,,,
9432,,,,,1369,distributary channel,2164.164,,,5.315236092,0,0,,SF Delta,19526.41796875,,,
9433,,,,,1774,distributary channel,2197.664,,,3.377337217,0,0,,SF Delta,19576.0859375,,,
9434,,,,,665,distributary channel,2182.513,,,2.461402416,1,0,,SF Delta,19578.216796875,,,
9435,,,,,3148,distributary channel,2242.96,,,3.636502028,0,0,,SF Delta,19635.44140625,,,
9436,,,,,777,distributary channel,2213.031,,,5.602350235,1,0,,SF Delta,19627.1875,,,
9437,,,,,557,distributary channel,2220.916,,,2.516404152,1,0,,SF Delta,19641.4296875,,,
9438,,,,,4698,distributary channel,2314.556,,,5.610616207,0,1,,SF Delta,19717.49609375,,,
9439,,,,,1866,distributary channel,2301.127,,,3.501452446,1,1,,SF Delta,19722.140625,,,
9440,,,,,5555,distributary channel,2291.451,,,2.794455528,0,0,,SF Delta,19864.419921875,,,
9441,,,,,15,blind channel,1692.839,,,3.377337217,0,0,,SF Delta,19445.66796875,,,
9442,,,,,17,blind channel,2017.456,,,2.794455528,0,0,,SF Delta,19771.04296875,,,
9443,,,,,22,blind channel,2032.992,,,4.31334734,0,0,,SF Delta,19785.87109375,,,
9444,,,,,22,blind channel,1988.178,,,3.383185863,0,0,,SF Delta,19740.97265625,,,
9445,,,,,27,blind channel,2078.719,,,2.457349062,0,0,,SF Delta,19831.599609375,,,
9446,,,,,19,blind channel,2048.477,,,4.31334734,0,0,,SF Delta,19801.357421875,,,
9447,,,,,21,blind channel,2063.684,,,5.315236092,0,0,,SF Delta,19816.771484375,,,
9448,,,,,15,blind channel,1708.152,,,4.31334734,0,0,,SF Delta,19461.396484375,,,
9449,,,,,24,blind channel,2094.876,,,2.535389185,0,0,,SF Delta,19847.255859375,,,
9450,,,,,7,blind channel,1855.896,,,2.535389185,0,0,,SF Delta,19608.775390625,,,
9451,,,,,17,blind channel,1973.329,,,3.332023621,0,0,,SF Delta,19726.416015625,,,
9452,,,,,16,blind channel,1723.259,,,2.392753601,0,0,,SF Delta,19476.294921875,,,
9453,,,,,5,blind channel,1968.207,,,2.392753601,0,0,,SF Delta,19721.001953125,,,
9454,,,,,7,blind channel,1737.623,,,3.312998295,0,0,,SF Delta,19491.1953125,,,
9455,,,,,12,blind channel,1957.429,,,2.43964982,0,0,,SF Delta,19710.515625,,,
9456,,,,,10,blind channel,1956.929,,,2.359560251,0,0,,SF Delta,19709.515625,,,
9457,,,,,10,blind channel,1840.582,,,6.772567272,0,0,,SF Delta,19593.462890625,,,
9458,,,,,15,blind channel,1849.497,,,2.60689044,0,0,,SF Delta,19601.876953125,,,
9459,,,,,16,blind channel,1837.961,,,3.190159798,0,0,,SF Delta,19590.634765625,,,
9460,,,,,15,blind channel,1864.825,,,2.392753601,0,0,,SF Delta,19617.119140625,,,
9461,,,,,17,blind channel,1941.201,,,5.315236092,0,0,,SF Delta,19693.7890625,,,
9462,,,,,17,blind channel,1880.224,,,2.794455528,0,0,,SF Delta,19633.01953125,,,
9463,,,,,17,blind channel,1822.94,,,2.383532524,0,0,,SF Delta,19575.3203125,,,
9464,,,,,16,blind channel,1926.559,,,3.383185863,0,0,,SF Delta,19678.646484375,,,
9465,,,,,15,blind channel,1895.831,,,3.387670994,0,0,,SF Delta,19648.33203125,,,
9466,,,,,16,blind channel,1910.867,,,4.322345257,0,0,,SF Delta,19663.16015625,,,
9467,,,,,8,blind channel,1765.173,,,2.359560251,0,0,,SF Delta,19521.3671875,,,
9468,,,,,16,blind channel,1807.798,,,2.359560251,0,0,,SF Delta,19560.177734375,,,
9469,,,,,17,blind channel,2112.699,,,2.60689044,0,0,,SF Delta,19868.11328125,,,
9470,,,,,17,blind channel,1793.177,,,2.794455528,0,0,,SF Delta,19545.763671875,,,
9471,,,,,15,blind channel,2096.956,,,4.60692215,0,0,,SF Delta,19852.87109375,,,
9472,,,,,15,blind channel,2081.092,,,3.391328335,0,0,,SF Delta,19837.21484375,,,
9473,,,,,7,blind channel,1980.81,,,2.392753601,0,0,,SF Delta,19734.84765625,,,
9474,,,,,20,blind channel,1826.848,,,6.613510132,0,0,,SF Delta,19579.521484375,,,
9475,,,,,15,blind channel,1951.189,,,3.286609411,0,0,,SF Delta,19704.603515625,,,
9476,,,,,15,blind channel,1936.689,,,2.383532524,0,0,,SF Delta,19689.775390625,,,
9477,,,,,15,blind channel,1965.689,,,2.191601038,0,0,,SF Delta,19720.01953125,,,
9478,,,,,15,blind channel,1921.568,,,3.286609411,0,0,,SF Delta,19673.947265625,,,
9479,,,,,15,blind channel,2126.427,,,2.434383154,0,0,,SF Delta,19882.841796875,,,
9480,,,,,71,blind channel,1784.277,,,5.154602528,0,0,,SF Delta,19536.44921875,,,
9481,,,,,21,blind channel,1812.399,,,2.434383154,0,0,,SF Delta,19565.279296875,,,
9482,,,,,16,blind channel,1797.07,,,2.434383154,0,0,,SF Delta,19550.44921875,,,
9483,,,,,16,blind channel,1842.248,,,3.332023621,0,0,,SF Delta,19595.419921875,,,
9484,,,,,15,blind channel,1905.082,,,2.833300591,0,0,,SF Delta,19657.462890625,,,
9485,,,,,59,blind channel,1767.999,,,4.322345257,0,0,,SF Delta,19520.37890625,,,
9486,,,,,13,blind channel,2066.071,,,2.659471512,0,0,,SF Delta,19820.900390625,,,
9487,,,,,34,blind channel,1791.777,,,5.744111538,0,0,,SF Delta,19544.44921875,,,
9488,,,,,9,blind channel,1889.926,,,5.744111538,0,0,,SF Delta,19642.8046875,,,
9489,,,,,15,blind channel,1886.804,,,6.872354507,0,0,,SF Delta,19640.390625,,,
9490,,,,,15,blind channel,1872.597,,,3.166692972,0,0,,SF Delta,19624.9765625,,,
9491,,,,,33,blind channel,1794.934,,,2.902023315,0,0,,SF Delta,19548.107421875,,,
9492,,,,,15,blind channel,2140.998,,,2.434383154,0,0,,SF Delta,19897.328125,,,
9493,,,,,16,blind channel,1857.476,,,2.794855118,0,0,,SF Delta,19610.1484375,,,
9494,,,,,71,blind channel,1753.064,,,0.376291543,0,0,,SF Delta,19505.236328125,,,
9495,,,,,16,blind channel,2056.778,,,2.392753601,0,0,,SF Delta,19812.900390625,,,
9496,,,,,16,blind channel,2079.107,,,5.942163467,0,0,,SF Delta,19835.14453125,,,
9497,,,,,11,blind channel,2064.364,,,5.744111538,0,0,,SF Delta,19819.486328125,,,
9498,,,,,6,blind channel,1899.411,,,2.902023315,0,0,,SF Delta,19652.705078125,,,
9499,,,,,15,blind channel,2094.885,,,3.098112106,0,0,,SF Delta,19850.21484375,,,
9500,,,,,15,blind channel,2041.843,,,2.53937006,0,0,,SF Delta,19797.173828125,,,
9501,,,,,53,blind channel,1809.227,,,2.902023315,0,0,,SF Delta,19561.693359375,,,
9502,,,,,75,blind channel,1738.422,,,2.794855118,0,0,,SF Delta,19491.095703125,,,
9503,,,,,8,blind channel,2155.498,,,4.953334332,0,0,,SF Delta,19911.328125,,,
9504,,,,,26,blind channel,1848.354,,,4.058576584,0,0,,SF Delta,19601.3203125,,,
9505,,,,,27,blind channel,1863.269,,,2.434383154,0,0,,SF Delta,19616.1484375,,,
9506,,,,,17,blind channel,1981.145,,,2.794855118,0,0,,SF Delta,19736.060546875,,,
9507,,,,,19,blind channel,1966.195,,,2.794855118,0,0,,SF Delta,19720.98828125,,,
9508,,,,,16,blind channel,1891.754,,,2.434383154,0,0,,SF Delta,19646.048828125,,,
9509,,,,,49,blind channel,1823.662,,,2.434383154,0,0,,SF Delta,19576.419921875,,,
9510,,,,,15,blind channel,2109.042,,,2.450787306,0,0,,SF Delta,19865.87109375,,,
9511,,,,,19,blind channel,1995.802,,,6.091235161,0,0,,SF Delta,19751.130859375,,,
9512,,,,,34,blind channel,1879.168,,,2.53937006,0,0,,SF Delta,19632.048828125,,,
9513,,,,,9,blind channel,2027.151,,,2.536819935,0,0,,SF Delta,19782.6875,,,
9514,,,,,17,blind channel,1935.831,,,2.53937006,0,0,,SF Delta,19689.91796875,,,
9515,,,,,50,blind channel,1838.99,,,2.988451481,0,0,,SF Delta,19591.6640625,,,
9516,,,,,17,blind channel,1950.952,,,3.858868122,0,0,,SF Delta,19705.74609375,,,
9517,,,,,14,blind channel,2025.53,,,3.858868122,0,0,,SF Delta,19780.859375,,,
9518,,,,,5,blind channel,2069.169,,,2.777545452,0,0,,SF Delta,19854.728515625,,,
9519,,,,,12,blind channel,1882.29,,,3.00090003,0,0,,SF Delta,19636.048828125,,,
9520,,,,,18,blind channel,2010.08,,,3.098112106,0,0,,SF Delta,19765.203125,,,
9521,,,,,16,blind channel,1920.76,,,3.00090003,0,0,,SF Delta,19674.43359375,,,
9522,,,,,18,blind channel,1844.647,,,2.5426507,0,0,,SF Delta,19597.90625,,,
9523,,,,,18,blind channel,1906.982,,,2.51968503,0,0,,SF Delta,19660.775390625,,,
9524,,,,,17,blind channel,1895.825,,,2.988451481,0,0,,SF Delta,19649.876953125,,,
9525,,,,,12,blind channel,2033.03,,,3.00090003,0,0,,SF Delta,19789.2734375,,,
9526,,,,,15,blind channel,2124.82,,,3.00090003,0,0,,SF Delta,19880.943359375,,,
9527,,,,,17,blind channel,1910.396,,,3.098112106,0,0,,SF Delta,19663.947265625,,,
9528,,,,,23,blind channel,1858.547,,,2.5426507,0,0,,SF Delta,19611.390625,,,
9529,,,,,8,blind channel,2047.187,,,3.61588335,0,0,,SF Delta,19804.759765625,,,
9530,,,,,18,blind channel,1925.417,,,2.434383154,0,0,,SF Delta,19678.84765625,,,
9531,,,,,23,blind channel,1873.153,,,2.191601038,0,0,,SF Delta,19626.705078125,,,
9532,,,,,15,blind channel,2140.148,,,5.142114639,0,0,,SF Delta,19895.771484375,,,
9533,,,,,21,blind channel,1939.609,,,3.850639105,0,0,,SF Delta,19694.33203125,,,
9534,,,,,15,blind channel,1838.147,,,2.122628212,0,0,,SF Delta,19592.3203125,,,
9535,,,,,6,blind channel,1996.408,,,3.00090003,0,0,,SF Delta,19751.7890625,,,
9536,,,,,19,blind channel,1867.718,,,4.168280125,0,0,,SF Delta,19621.9765625,,,
9537,,,,,16,blind channel,1852.647,,,5.544856548,0,0,,SF Delta,19607.3203125,,,
9538,,,,,15,blind channel,1953.938,,,2.440089226,0,0,,SF Delta,19708.404296875,,,
9539,,,,,16,blind channel,1968.18,,,2.707632303,0,0,,SF Delta,19723.060546875,,,
9540,,,,,7,blind channel,1882.29,,,2.612485886,0,0,,SF Delta,19636.462890625,,,
9541,,,,,7,blind channel,2154.255,,,3.61588335,0,0,,SF Delta,19910.669921875,,,
9542,,,,,16,blind channel,1983.009,,,2.417431831,0,0,,SF Delta,19737.888671875,,,
9543,,,,,14,blind channel,1948.524,,,2.389786243,0,0,,SF Delta,19702.74609375,,,
9544,,,,,16,blind channel,1887.724,,,2.366185904,0,0,,SF Delta,19640.361328125,,,
9545,,,,,10,blind channel,1891.26,,,2.366185904,0,0,,SF Delta,19644.603515625,,,
9546,,,,,16,blind channel,1996.9,,,2.366185904,0,0,,SF Delta,19783.203125,,,
9547,,,,,9,blind channel,1890.639,,,3.078286648,0,0,,SF Delta,19644.189453125,,,
9548,,,,,16,blind channel,1830.112,,,5.794539928,0,0,,SF Delta,19584.90625,,,
9549,,,,,16,blind channel,1858.511,,,2.362565517,0,0,,SF Delta,19613.21875,,,
9550,,,,,14,blind channel,1844.183,,,3.61588335,0,0,,SF Delta,19599.390625,,,
9551,,,,,16,blind channel,1982.293,,,2.366185904,0,0,,SF Delta,19768.888671875,,,
9552,,,,,15,blind channel,1874.411,,,2.280183792,0,0,,SF Delta,19629.119140625,,,
9553,,,,,14,blind channel,1962.887,,,3.504951477,0,0,,SF Delta,19718.232421875,,,
9554,,,,,16,blind channel,1905.831,,,3.078286648,0,0,,SF Delta,19659.26171875,,,
9555,,,,,15,blind channel,1905.917,,,2.854791403,0,0,,SF Delta,19659.26171875,,,
9556,,,,,8,blind channel,2079.155,,,2.444225788,0,0,,SF Delta,19867.87109375,,,
9557,,,,,16,blind channel,1933.059,,,2.826503754,0,0,,SF Delta,19687.232421875,,,
9558,,,,,15,blind channel,1966.979,,,2.862421751,0,0,,SF Delta,19753.98828125,,,
9559,,,,,8,blind channel,1946.595,,,1.866327047,0,0,,SF Delta,19701.302734375,,,
9560,,,,,16,blind channel,1920.68,,,2.444225788,0,0,,SF Delta,19673.404296875,,,
9561,,,,,16,blind channel,1976.544,,,2.457349062,0,0,,SF Delta,19731.060546875,,,
9562,,,,,18,blind channel,1947.201,,,2.485349655,0,0,,SF Delta,19734.08984375,,,
9563,,,,,15,blind channel,1889.224,,,2.536089182,0,0,,SF Delta,19643.43359375,,,
9564,,,,,14,blind channel,2063.841,,,2.532431841,0,0,,SF Delta,19852.55859375,,,
9565,,,,,15,blind channel,1920.024,,,2.826503754,0,0,,SF Delta,19673.57421875,,,
9566,,,,,24,blind channel,1960.858,,,2.515572309,0,0,,SF Delta,19747.74609375,,,
9567,,,,,21,blind channel,1931.63,,,2.454068184,0,0,,SF Delta,19718.01953125,,,
9568,,,,,15,blind channel,1990.358,,,2.720804214,0,0,,SF Delta,19745.373046875,,,
9569,,,,,14,blind channel,2048.527,,,2.720804214,0,0,,SF Delta,19837.658203125,,,
9570,,,,,16,blind channel,1934.923,,,2.169001341,0,0,,SF Delta,19688.646484375,,,
9571,,,,,10,blind channel,1939.958,,,2.392757654,0,0,,SF Delta,19693.474609375,,,
9572,,,,,16,blind channel,1904.589,,,2.474914789,0,0,,SF Delta,19659.50390625,,,
9573,,,,,15,blind channel,1974.929,,,2.392757654,0,0,,SF Delta,19761.818359375,,,
9574,,,,,15,blind channel,2005.758,,,2.392757654,0,0,,SF Delta,19760.2734375,,,
9575,,,,,15,blind channel,1989.707,,,2.854791403,0,0,,SF Delta,19775.888671875,,,
9576,,,,,15,blind channel,1955.272,,,2.392757654,0,0,,SF Delta,19708.7890625,,,
9577,,,,,8,blind channel,2020.329,,,2.485349655,0,0,,SF Delta,19775.34375,,,
9578,,,,,11,blind channel,2031.678,,,2.485349655,0,0,,SF Delta,19819.6875,,,
9579,,,,,13,blind channel,1946.251,,,2.485349655,0,0,,SF Delta,19700.060546875,,,
9580,,,,,9,blind channel,2034.456,,,2.485349655,0,0,,SF Delta,19821.759765625,,,
