id,cnt,chk,ein,eout,area_m2,habitat,path_med,path_min,path_max,elev_m,edge
6020,,,,,15,blind channel,1930.917,1930.917,1930.917,4.606504,0
6021,,,,,18,blind channel,857.7701,857.7701,857.7701,2.617382,0
6022,,,,,52,blind channel,1160.932,1160.932,1160.932,3.669102,0
6023,,,,,7,blind channel,872.5986,872.5986,872.5986,2.617382,0
6024,,,,,15,blind channel,1745.794,1745.794,1745.794,4.759284,0
6025,,,,,16,blind channel,1714.345,1714.345,1714.345,4.3276272,0
6026,,,,,9,blind channel,1730.38,1730.38,1730.38,4.6033111,0
6027,,,,,16,blind channel,1729.001,1729.001,1729.001,4.4832458,0
6028,,,,,34,blind channel,1699.895,1699.895,1699.895,3.874593,0
6029,,,,,7,blind channel,1524.9,1524.9,1524.9,4.860981,0
6030,,,,,8,blind channel,788.1539,788.1539,788.1539,3.07232,0
6031,,,,,18,blind channel,2067.55,2067.55,2067.55,4.599782,0
6032,,,,,16,distributary channel,1686.273,1686.273,1686.273,2.9327359,0
6033,,,,,8,blind channel,2084.085,2084.085,2084.085,4.7104802,0
6034,,,,,123,blind channel,835.5422,835.5422,835.5422,2.600636,0
6035,,,,,10,blind channel,2069.843,2069.843,2069.843,4.599782,0
6036,,,,,20,blind channel,794.7605,794.7605,794.7605,2.6601181,0
6037,,,,,34,blind channel,761.6331,761.6331,761.6331,2.5992801,0
6038,,,,,15,blind channel,1312.464,1312.464,1312.464,4.3896999,0
6039,,,,,47772,nearshore,281.6112,281.6112,281.6112,2.761523,0
6040,,,,,15,blind channel,1737.78,1737.78,1737.78,4.6033111,0
6041,,,,,15,blind channel,772.2899,772.2899,772.2899,2.60338,0
6042,,,,,32,blind channel,758.426,758.426,758.426,2.5992801,0
6043,,,,,16,blind channel,1326.364,1326.364,1326.364,4.4138651,0
6044,,,,,18,blind channel,759.0473,759.0473,759.0473,2.5992801,0
6045,,,,,15,blind channel,1946.281,1946.281,1946.281,4.9991202,0
6046,,,,,8,blind channel,1258.322,1258.322,1258.322,3.8930399,0
6047,,,,,15,blind channel,1298.065,1298.065,1298.065,4.3252969,0
6048,,,,,130,blind channel,819.6428,819.6428,819.6428,2.5651691,0
6049,,,,,20,blind channel,2053.615,2053.615,2053.615,4.441607,0
6050,,,,,10,blind channel,2058.822,2058.822,2058.822,4.441607,0
6051,,,,,145,blind channel,803.5717,803.5717,803.5717,2.5651691,0
6052,,,,,23,blind channel,779.4468,779.4468,779.4468,2.547085,0
6053,,,,,8,blind channel,2101.985,2101.985,2101.985,7.1035881,0
6054,,,,,16,blind channel,1961.68,1961.68,1961.68,5.0292192,0
6055,,,,,15,blind channel,1753.507,1753.507,1753.507,4.912878,0
6056,,,,,79,blind channel,747.5473,747.5473,747.5473,2.5840149,0
6057,,,,,11,blind channel,1243.594,1243.594,1243.594,3.8516419,0
6058,,,,,15,blind channel,2004.065,2004.065,2004.065,5.5791798,0
6059,,,,,8,blind channel,2019.722,2019.722,2019.722,5.7822719,0
6060,,,,,28,blind channel,763.9113,763.9113,763.9113,2.5992801,0
6061,,,,,148,blind channel,787.6219,787.6219,787.6219,2.5651691,0
6062,,,,,33,blind channel,749.7042,749.7042,749.7042,2.5840149,0
6063,,,,,22,blind channel,1284.458,1284.458,1284.458,4.3678079,0
6064,,,,,1555,distributary channel,1618.183,1618.183,1618.183,2.46521,1
6065,,,,,14,blind channel,2086.206,2086.206,2086.206,5.3482742,0
6066,,,,,8,blind channel,1160.682,1160.682,1160.682,3.825016,0
6067,,,,,23,blind channel,1270.094,1270.094,1270.094,4.2880569,0
6068,,,,,20,blind channel,2038.387,2038.387,2038.387,4.4178538,0
6069,,,,,6,blind channel,2209.686,2209.686,2209.686,6.4445572,0
6070,,,,,7,blind channel,2259.878,2259.878,2259.878,8.5287104,0
6071,,,,,15,blind channel,2071.343,2071.343,2071.343,4.599782,0
6072,,,,,141,blind channel,771.4296,771.4296,771.4296,2.547085,0
6073,,,,,4,blind channel,1242.63,1242.63,1242.63,3.831172,0
6074,,,,,13,blind channel,1236.594,1236.594,1236.594,3.831172,0
6075,,,,,15,blind channel,1989.665,1989.665,1989.665,5.5140619,0
6076,,,,,14,blind channel,1975.165,1975.165,1975.165,5.3209829,0
6077,,,,,3378,distributary channel,1686.789,1686.789,1686.789,2.4349451,0
6078,,,,,15,blind channel,2244.843,2244.843,2244.843,8.4461403,0
6079,,,,,15,blind channel,1768.114,1768.114,1768.114,5.0299501,0
6080,,,,,14,blind channel,1146.783,1146.783,1146.783,3.521419,0
6081,,,,,15,blind channel,2228.979,2228.979,2228.979,7.401454,0
6082,,,,,22,blind channel,2197.579,2197.579,2197.579,5.967453,0
6083,,,,,71,blind channel,731.8046,731.8046,731.8046,2.5840149,0
6084,,,,,155,blind channel,759.6158,759.6158,759.6158,2.547085,0
6085,,,,,26,blind channel,2023.452,2023.452,2023.452,4.4178538,0
6086,,,,,15,blind channel,2182.336,2182.336,2182.336,4.9416499,0
6087,,,,,8,blind channel,548.0179,548.0179,548.0179,3.3376589,0
6088,,,,,6,blind channel,1234.18,1234.18,1234.18,3.794363,0
6089,,,,,20,blind channel,1255.473,1255.473,1255.473,4.2880569,0
6090,,,,,15,blind channel,2213.322,2213.322,2213.322,6.5216188,0
6091,,,,,9,blind channel,2211.322,2211.322,2211.322,6.4445572,0
6092,,,,,19,blind channel,1223.644,1223.644,1223.644,3.633224,0
6093,,,,,18,blind channel,1265.594,1265.594,1265.594,4.2880569,0
6094,,,,,42,blind channel,1252.437,1252.437,1252.437,4.2665162,0
6095,,,,,895,distributary channel,1511.168,1511.168,1511.168,2.4795129,0
6096,,,,,42,blind channel,762.3376,762.3376,762.3376,2.547085,0
6097,,,,,15,blind channel,1783.135,1783.135,1783.135,5.2993579,0
6098,,,,,8,blind channel,2101.824,2101.824,2101.824,4.441607,0
6099,,,,,5,blind channel,1136.345,1136.345,1136.345,3.815644,0
6100,,,,,178,blind channel,744.095,744.095,744.095,2.4999411,0
6101,,,,,7,blind channel,1136.419,1136.419,1136.419,3.414835,0
6102,,,,,14,blind channel,1133.091,1133.091,1133.091,3.321913,0
6103,,,,,16,blind channel,2167.815,2167.815,2167.815,4.8922038,0
6104,,,,,7,blind channel,2104.738,2104.738,2104.738,6.1876302,0
6105,,,,,13,blind channel,2224.807,2224.807,2224.807,7.1887589,0
6106,,,,,9,blind channel,2091.41,2091.41,2091.41,6.1174302,0
6107,,,,,7,blind channel,1156.682,1156.682,1156.682,3.648716,0
6108,,,,,18,blind channel,2089.289,2089.289,2089.289,6.1174302,0
6109,,,,,20,blind channel,2008.309,2008.309,2008.309,4.286314,0
6110,,,,,20,blind channel,776.9088,776.9088,776.9088,2.5689099,0
6111,,,,,16,blind channel,1798.62,1798.62,1798.62,5.414607,0
6112,,,,,15,blind channel,1813.034,1813.034,1813.034,5.5819111,0
6113,,,,,18,blind channel,532.2899,532.2899,532.2899,3.2448709,0
6114,,,,,79,blind channel,716.3904,716.3904,716.3904,2.5791471,0
6115,,,,,7,blind channel,2240.085,2240.085,2240.085,8.172718,0
6116,,,,,3,blind channel,2091.41,2091.41,2091.41,6.1174302,0
6117,,,,,9,blind channel,1122.641,1122.641,1122.641,3.1299801,0
6118,,,,,12,blind channel,1122.434,1122.434,1122.434,3.1299801,0
6119,,,,,8,blind channel,1828.363,1828.363,1828.363,5.7849231,0
6120,,,,,21,blind channel,1127.274,1127.274,1127.274,3.694046,0
6121,,,,,7,blind channel,540.225,540.225,540.225,3.260597,0
6122,,,,,18,blind channel,1208.78,1208.78,1208.78,3.633224,0
6123,,,,,2109,distributary channel,1732.816,1732.816,1732.816,2.512351,0
6124,,,,,15,blind channel,1280.372,1280.372,1280.372,4.2665162,0
6125,,,,,160,blind channel,728.9529,728.9529,728.9529,2.4999411,0
6126,,,,,8,blind channel,1125.189,1125.189,1125.189,3.5168531,0
6127,,,,,15,blind channel,1141.404,1141.404,1141.404,3.5079441,0
6128,,,,,36,blind channel,1237.937,1237.937,1237.937,4.170186,0
6129,,,,,15,blind channel,2153.088,2153.088,2153.088,4.6159191,0
6130,,,,,6,distributary channel,1667.387,1667.387,1667.387,2.5662,0
6131,,,,,7,blind channel,1139.638,1139.638,1139.638,3.815644,0
6132,,,,,5,blind channel,2006.789,2006.789,2006.789,4.286314,0
6133,,,,,14,blind channel,1109.118,1109.118,1109.118,3.5168531,0
6134,,,,,11,blind channel,1993.667,1993.667,1993.667,4.286314,0
6135,,,,,15,blind channel,2074.632,2074.632,2074.632,5.5786538,0
6136,,,,,11,blind channel,1992.753,1992.753,1992.753,4.286314,0
6137,,,,,8,blind channel,1995.753,1995.753,1995.753,4.286314,0
6138,,,,,18,blind channel,792.1011,792.1011,792.1011,3.2908821,0
6139,,,,,13,blind channel,524.4971,524.4971,524.4971,3.1679311,0
6140,,,,,25,blind channel,1670.68,1670.68,1670.68,2.5701051,0
6141,,,,,7,blind channel,1356.041,1356.041,1356.041,4.7097912,0
6142,,,,,9,blind channel,1996.667,1996.667,1996.667,4.286314,0
6143,,,,,15,blind channel,1112.925,1112.925,1112.925,3.527564,0
6144,,,,,12,blind channel,1108.034,1108.034,1108.034,3.0401649,0
6145,,,,,15,blind channel,1127.419,1127.419,1127.419,2.761832,0
6146,,,,,182,blind channel,712.9321,712.9321,712.9321,2.4999411,0
6147,,,,,15,blind channel,1205.052,1205.052,1205.052,3.633224,0
6148,,,,,19,blind channel,1194.502,1194.502,1194.502,3.556565,0
6149,,,,,8,blind channel,1219.381,1219.381,1219.381,3.59357,0
6150,,,,,12,blind channel,516.2189,516.2189,516.2189,3.1384499,0
6151,,,,,12,blind channel,515.926,515.926,515.926,3.1384499,0
6152,,,,,18,blind channel,1099.89,1099.89,1099.89,3.5168531,0
6153,,,,,70,blind channel,701.3904,701.3904,701.3904,2.523793,0
6154,,,,,18,blind channel,2138.36,2138.36,2138.36,4.0275731,0
6155,,,,,669,distributary channel,1765.949,1765.949,1765.949,2.6125929,1
6156,,,,,16,blind channel,1100.682,1100.682,1100.682,3.5168531,0
6157,,,,,6,blind channel,528.5473,528.5473,528.5473,3.1679311,0
6158,,,,,15,blind channel,1113.812,1113.812,1113.812,2.761832,0
6159,,,,,17,blind channel,1978.232,1978.232,1978.232,4.286314,0
6160,,,,,16,blind channel,1296.029,1296.029,1296.029,4.174706,0
6161,,,,,40,blind channel,1222.624,1222.624,1222.624,3.931663,0
6162,,,,,17,blind channel,1095.511,1095.511,1095.511,3.4518399,0
6163,,,,,16,blind channel,807.5864,807.5864,807.5864,3.2908821,0
6164,,,,,18,blind channel,1100.827,1100.827,1100.827,2.761832,0
6165,,,,,14,blind channel,2060.732,2060.732,2060.732,5.5312738,0
6166,,,,,8,blind channel,511.3904,511.3904,511.3904,3.114043,0
6167,,,,,7,blind channel,516.4762,516.4762,516.4762,3.1384499,0
6168,,,,,27,blind channel,1179.274,1179.274,1179.274,3.4199791,0
6169,,,,,15,blind channel,823.5361,823.5361,823.5361,3.6379449,0
6170,,,,,13,blind channel,1972.075,1972.075,1972.075,4.286314,0
6171,,,,,27,blind channel,1085.697,1085.697,1085.697,3.332087,0
6172,,,,,131,blind channel,698.0828,698.0828,698.0828,2.523793,0
6173,,,,,16,blind channel,1340.728,1340.728,1340.728,4.680089,0
6174,,,,,8,blind channel,2011.981,2011.981,2011.981,4.286314,0
6175,,,,,15,blind channel,1310.636,1310.636,1310.636,4.4823842,0
6176,,,,,10,blind channel,1190.689,1190.689,1190.689,3.59357,0
6177,,,,,11,blind channel,1968.04,1968.04,1968.04,4.286314,0
6178,,,,,37,blind channel,1206.81,1206.81,1206.81,3.7780111,0
6179,,,,,29,blind channel,1685.094,1685.094,1685.094,2.5813961,0
6180,,,,,30,blind channel,1081.283,1081.283,1081.283,3.332087,0
6181,,,,,155,blind channel,690.426,690.426,690.426,2.523793,0
6182,,,,,15,blind channel,2123.996,2123.996,2123.996,3.877414,0
6183,,,,,39,blind channel,1195.86,1195.86,1195.86,3.6908319,0
6184,,,,,16,blind channel,1114.925,1114.925,1114.925,3.4091289,0
6185,,,,,6,blind channel,1141.739,1141.739,1141.739,3.694046,0
6186,,,,,8,blind channel,853.2493,853.2493,853.2493,3.8036611,0
6187,,,,,57,blind channel,1187.653,1187.653,1187.653,3.59357,0
6188,,,,,13,blind channel,2047.626,2047.626,2047.626,5.104363,0
6189,,,,,1222,distributary channel,1772.207,1772.207,1772.207,2.595206,0
6190,,,,,15,blind channel,1324.828,1324.828,1324.828,4.4823842,0
6191,,,,,24,blind channel,1202.532,1202.532,1202.532,3.7780111,0
6192,,,,,15,blind channel,1983.818,1983.818,1983.818,4.188334,0
6193,,,,,15,blind channel,838.1783,838.1783,838.1783,3.7371149,0
6194,,,,,17,blind channel,1217.946,1217.946,1217.946,3.865994,0
6195,,,,,15,blind channel,1129.082,1129.082,1129.082,3.581126,0
6196,,,,,8,blind channel,2013.339,2013.339,2013.339,6.4948759,0
6197,,,,,68,blind channel,1171.703,1171.703,1171.703,3.3701501,0
6198,,,,,15,blind channel,1957.883,1957.883,1957.883,4.4171958,0
6199,,,,,32,blind channel,1164.375,1164.375,1164.375,3.3701501,0
6200,,,,,21,blind channel,1085.913,1085.913,1085.913,2.737675,0
6201,,,,,8,blind channel,673.2006,673.2006,673.2006,3.438976,0
6202,,,,,21,blind channel,1070.928,1070.928,1070.928,2.737675,0
6203,,,,,271,distributary channel,1462.57,1462.57,1462.57,2.4795129,0
6204,,,,,670,distributary channel,1472.57,1472.57,1472.57,2.4795129,0
6205,,,,,16,blind channel,2039.64,2039.64,2039.64,5.0414252,0
6206,,,,,210,distributary channel,1432.863,1432.863,1432.863,2.5378511,0
6207,,,,,25,blind channel,2114.303,2114.303,2114.303,3.877414,0
6208,,,,,15,blind channel,1998.889,1998.889,1998.889,4.188334,0
6209,,,,,4,blind channel,2047.14,2047.14,2047.14,5.104363,0
6210,,,,,1607,distributary channel,1715.814,1715.814,1715.814,2.5564899,0
6211,,,,,7,blind channel,2236.543,2236.543,2236.543,5.602993,0
6212,,,,,45,blind channel,1155.511,1155.511,1155.511,3.3701501,0
6213,,,,,15,blind channel,658.3011,658.3011,658.3011,3.388999,0
6214,,,,,207,blind channel,677.2483,677.2483,677.2483,2.523793,0
6215,,,,,53,blind channel,1066.662,1066.662,1066.662,3.1993489,0
6216,,,,,7,blind channel,1107.984,1107.984,1107.984,3.1305549,0
6217,,,,,14,blind channel,2098.146,2098.146,2098.146,3.877414,0
6218,,,,,16,blind channel,2125.46,2125.46,2125.46,3.877414,0
6219,,,,,53,blind channel,1152.39,1152.39,1152.39,3.3701501,0
6220,,,,,25,blind channel,1057.099,1057.099,1057.099,2.6170449,0
6221,,,,,11,blind channel,1152.89,1152.89,1152.89,3.3701501,0
6222,,,,,11,blind channel,2095.611,2095.611,2095.611,3.877414,0
6223,,,,,8,blind channel,2110.111,2110.111,2110.111,3.877414,0
6224,,,,,16,blind channel,1263.124,1263.124,1263.124,4.3931451,0
6225,,,,,15,blind channel,1943.327,1943.327,1943.327,4.0411081,0
6226,,,,,15,blind channel,1233.467,1233.467,1233.467,4.174706,0
6227,,,,,6,blind channel,1939.963,1939.963,1939.963,4.0001721,0
6228,,,,,15,blind channel,1247.795,1247.795,1247.795,4.2846332,0
6229,,,,,15,blind channel,1278.452,1278.452,1278.452,4.5285621,0
6230,,,,,14,blind channel,2024.12,2024.12,2024.12,5.0414252,0
6231,,,,,15,blind channel,2091.282,2091.282,2091.282,3.877414,0
6232,,,,,630,distributary channel,1761.42,1761.42,1761.42,2.595206,1
6233,,,,,13,blind channel,2210.437,2210.437,2210.437,5.9408202,0
6234,,,,,15,blind channel,1091.792,1091.792,1091.792,3.0995009,0
6235,,,,,15,blind channel,1076.877,1076.877,1076.877,2.9593289,0
6236,,,,,17,blind channel,2224.058,2224.058,2224.058,5.395401,0
6237,,,,,6,blind channel,1073.44,1073.44,1073.44,3.195926,0
6238,,,,,8,blind channel,2474.101,2474.101,2474.101,6.9925132,0
6239,,,,,2,blind channel,1297.523,1297.523,1297.523,4.680089,0
6240,,,,,15,blind channel,2445.151,2445.151,2445.151,5.395401,0
6241,,,,,15,blind channel,2460.065,2460.065,2460.065,6.135222,0
6242,,,,,17,blind channel,2139.981,2139.981,2139.981,4.167552,0
6243,,,,,11,blind channel,1293.937,1293.937,1293.937,4.657908,0
6244,,,,,81,blind channel,1137.247,1137.247,1137.247,3.263623,0
6245,,,,,20,blind channel,1061.428,1061.428,1061.428,2.7654359,0
6246,,,,,15,blind channel,2154.81,2154.81,2154.81,5.4688072,0
6247,,,,,213,blind channel,663.5706,663.5706,663.5706,2.5375819,0
6248,,,,,34,blind channel,1042.164,1042.164,1042.164,2.608937,0
6249,,,,,15,blind channel,2169.517,2169.517,2169.517,5.7503839,0
6250,,,,,15,blind channel,643.73,643.73,643.73,3.3450761,0
6251,,,,,22,blind channel,1928.892,1928.892,1928.892,3.877553,0
6252,,,,,41,blind channel,1050.676,1050.676,1050.676,2.9992311,0
6253,,,,,15,blind channel,2431.287,2431.287,2431.287,5.395401,0
6254,,,,,11,blind channel,1297.973,1297.973,1297.973,4.680089,0
6255,,,,,26,blind channel,1045.478,1045.478,1045.478,2.617002,0
6256,,,,,19,blind channel,2010.927,2010.927,2010.927,3.294852,0
6257,,,,,6,blind channel,1312.423,1312.423,1312.423,4.768939,0
6258,,,,,16,blind channel,2197.159,2197.159,2197.159,5.9408202,0
6259,,,,,8,blind channel,645.2656,645.2656,645.2656,3.2955079,0
6260,,,,,738,distributary channel,1828.553,1828.553,1828.553,2.674536,1
6261,,,,,14,blind channel,2184.673,2184.673,2184.673,5.7711029,0
6262,,,,,24,blind channel,2076.418,2076.418,2076.418,3.699563,0
6263,,,,,88,blind channel,1121.641,1121.641,1121.641,3.262924,0
6264,,,,,189,distributary channel,1400.336,1400.336,1400.336,3.44663,0
6265,,,,,8,blind channel,739.192,739.192,739.192,3.380471,0
6266,,,,,56,blind channel,1034.164,1034.164,1034.164,2.596293,0
6267,,,,,16,blind channel,629.4518,629.4518,629.4518,3.2053151,0
6268,,,,,15,blind channel,629.2803,629.2803,629.2803,3.2053151,0
6269,,,,,213,blind channel,649.0143,649.0143,649.0143,2.5375819,0
6270,,,,,25,blind channel,1587.831,1587.831,1587.831,3.6824441,0
6271,,,,,121,blind channel,1105.57,1105.57,1105.57,3.2523701,0
6272,,,,,37,blind channel,1035.741,1035.741,1035.741,2.7060089,0
6273,,,,,15,blind channel,1913.285,1913.285,1913.285,3.1439669,0
6274,,,,,920,distributary channel,1501.875,1501.875,1501.875,2.519429,0
6275,,,,,15,blind channel,2417.166,2417.166,2417.166,4.8790731,0
6276,,,,,13,blind channel,1995.356,1995.356,1995.356,3.206075,0
6277,,,,,145,blind channel,1089.377,1089.377,1089.377,3.084657,0
6278,,,,,21,blind channel,2061.555,2061.555,2061.555,3.350491,0
6279,,,,,8,blind channel,2433.858,2433.858,2433.858,6.7649999,0
6280,,,,,15,blind channel,723.7569,723.7569,723.7569,3.3619981,0
6281,,,,,180,distributary channel,1379.244,1379.244,1379.244,3.4751511,0
6282,,,,,163,blind channel,633.3721,633.3721,633.3721,2.5219491,0
6283,,,,,12,blind channel,613.9666,613.9666,613.9666,3.026767,0
6284,,,,,14,blind channel,2420.53,2420.53,2420.53,4.8790731,0
6285,,,,,41,blind channel,1955.25,1955.25,1955.25,3.1020789,0
6286,,,,,54,blind channel,1019.386,1019.386,1019.386,2.559876,0
6287,,,,,14,blind channel,614.1234,614.1234,614.1234,2.9451339,0
6288,,,,,40,blind channel,1020.099,1020.099,1020.099,2.6531301,0
6289,,,,,73,blind channel,1073.392,1073.392,1073.392,3.0441539,0
6290,,,,,14,blind channel,2405.388,2405.388,2405.388,4.6653762,0
6291,,,,,7,blind channel,2098.697,2098.697,2098.697,7.3827438,0
6292,,,,,31,blind channel,1969.664,1969.664,1969.664,3.229692,0
6293,,,,,13,blind channel,1898.85,1898.85,1898.85,3.035969,0
6294,,,,,49,blind channel,1574.76,1574.76,1574.76,2.6143329,0
6295,,,,,68,blind channel,1068.064,1068.064,1068.064,2.999166,0
6296,,,,,86,blind channel,1016.149,1016.149,1016.149,2.634563,0
6297,,,,,148,blind channel,623.8868,623.8868,623.8868,2.5052791,0
6298,,,,,34,blind channel,1984.992,1984.992,1984.992,3.115366,0
6299,,,,,65,blind channel,1023.442,1023.442,1023.442,2.674202,0
6300,,,,,33,blind channel,1896.607,1896.607,1896.607,3.035969,0
6301,,,,,37,blind channel,1939.764,1939.764,1939.764,3.1020789,0
6302,,,,,25,blind channel,1900.9,1900.9,1900.9,3.035969,0
6303,,,,,18,blind channel,604.931,604.931,604.931,2.834636,0
6304,,,,,24,blind channel,2047.034,2047.034,2047.034,3.3036261,0
6305,,,,,1630,distributary channel,1826.897,1826.897,1826.897,2.68433,0
6306,,,,,97,blind channel,1037.821,1037.821,1037.821,2.7504849,0
6307,,,,,12,blind channel,1991.735,1991.735,1991.735,3.115366,0
6308,,,,,7,blind channel,1991.235,1991.235,1991.235,3.115366,0
6309,,,,,76,blind channel,628.4371,628.4371,628.4371,2.5219491,0
6310,,,,,67,blind channel,1004.072,1004.072,1004.072,2.559876,0
6311,,,,,21,distributary channel,1577.709,1577.709,1577.709,2.6143329,0
6312,,,,,104,blind channel,1052.528,1052.528,1052.528,2.8936951,0
6313,,,,,14,blind channel,2404.837,2404.837,2404.837,4.6653762,0
6314,,,,,43,blind channel,1914.814,1914.814,1914.814,3.1020789,0
6315,,,,,14,blind channel,2070.969,2070.969,2070.969,3.6937139,0
6316,,,,,20,blind channel,2084.711,2084.711,2084.711,4.899663,0
6317,,,,,494,distributary channel,1844.172,1844.172,1844.172,2.7400141,1
6318,,,,,40,blind channel,1930.229,1930.229,1930.229,3.1020789,0
6319,,,,,5,blind channel,2094.626,2094.626,2094.626,6.5089822,0
6320,,,,,182,distributary channel,1343.273,1343.273,1343.273,3.538002,0
6321,,,,,31,blind channel,2007.477,2007.477,2007.477,3.115366,0
6322,,,,,113,blind channel,1003.386,1003.386,1003.386,2.559876,0
6323,,,,,15,blind channel,707.8929,707.8929,707.8929,3.0085199,0
6324,,,,,49,blind channel,1881.708,1881.708,1881.708,3.035969,0
6325,,,,,4,distributary channel,1760.098,1760.098,1760.098,2.6366439,0
6326,,,,,9,blind channel,1995.063,1995.063,1995.063,3.115366,0
6327,,,,,22,blind channel,2022.099,2022.099,2022.099,3.115366,0
6328,,,,,234,blind channel,608.0732,608.0732,608.0732,2.5045841,0
6329,,,,,14,blind channel,2392.059,2392.059,2392.059,4.6653762,0
6330,,,,,9,blind channel,2392.473,2392.473,2392.473,4.6653762,0
6331,,,,,13,blind channel,1071.857,1071.857,1071.857,2.999166,0
6332,,,,,38,blind channel,642.6797,642.6797,642.6797,2.5522921,0
6333,,,,,4,blind channel,1762.719,1762.719,1762.719,2.6052279,0
6334,,,,,63,blind channel,995.7794,995.7794,995.7794,2.544436,0
6335,,,,,80,blind channel,995.2794,995.2794,995.2794,2.544436,0
6336,,,,,32,blind channel,673.5082,673.5082,673.5082,2.8896141,0
6337,,,,,37,blind channel,658.5082,658.5082,658.5082,2.5952539,0
6338,,,,,11,blind channel,1936.3,1936.3,1936.3,3.1020789,0
6339,,,,,41,blind channel,2037.877,2037.877,2037.877,3.3036261,0
6340,,,,,8,blind channel,1281.631,1281.631,1281.631,4.317564,0
6341,,,,,13,blind channel,2042.084,2042.084,2042.084,3.3036261,0
6342,,,,,7,blind channel,2395.681,2395.681,2395.681,4.6653762,0
6343,,,,,16,blind channel,2057.12,2057.12,2057.12,3.3036261,0
6344,,,,,14,blind channel,590.36,590.36,590.36,2.4991779,0
6345,,,,,16,blind channel,589.6528,589.6528,589.6528,2.4991779,0
6346,,,,,138,distributary channel,1320.06,1320.06,1320.06,3.6890659,0
6347,,,,,9,blind channel,593.4457,593.4457,593.4457,2.5199521,0
6348,,,,,8,blind channel,1085.963,1085.963,1085.963,2.944627,0
6349,,,,,158,blind channel,592.3452,592.3452,592.3452,2.4926469,0
6350,,,,,7,blind channel,607.9457,607.9457,607.9457,2.9790959,0
6351,,,,,46,blind channel,1866.687,1866.687,1866.687,2.8670681,0
6352,,,,,14,blind channel,2066.362,2066.362,2066.362,3.9472971,0
6353,,,,,27891,nearshore,0,0,0,1.989082,0
6354,,,,,16,blind channel,688.2006,688.2006,688.2006,2.926945,0
6355,,,,,11,blind channel,693.1148,693.1148,693.1148,2.926945,0
6356,,,,,8,blind channel,2009.72,2009.72,2009.72,3.115366,0
6357,,,,,13,blind channel,2377.867,2377.867,2377.867,4.6653762,0
6358,,,,,15,blind channel,1266.318,1266.318,1266.318,4.1539292,0
6359,,,,,15,blind channel,2394.287,2394.287,2394.287,4.8790731,0
6360,,,,,804,distributary channel,1821.58,1821.58,1821.58,2.7514751,0
6361,,,,,141,blind channel,583.86,583.86,583.86,2.466182,0
6362,,,,,16,blind channel,2082.519,2082.519,2082.519,4.899663,0
6363,,,,,16,blind channel,2047.741,2047.741,2047.741,3.3036261,0
6364,,,,,72,blind channel,574.632,574.632,574.632,2.466182,0
6365,,,,,10,blind channel,691.2864,691.2864,691.2864,2.926945,0
6366,,,,,1723,distributary channel,1575.494,1575.494,1575.494,2.6143329,1
6367,,,,,15,blind channel,1950.614,1950.614,1950.614,3.1020789,0
6368,,,,,16,blind channel,705.7717,705.7717,705.7717,3.0539069,0
6369,,,,,139,blind channel,979.6728,979.6728,979.6728,2.4847071,0
6370,,,,,57871,nearshore,325.3894,325.3894,325.3894,2.836602,0
6371,,,,,8,blind channel,2408.444,2408.444,2408.444,6.4699082,0
6372,,,,,65,blind channel,592.6173,592.6173,592.6173,2.4926469,0
6373,,,,,15,blind channel,2381.095,2381.095,2381.095,4.6653762,0
6374,,,,,26,distributary channel,1857.288,1857.288,1857.288,2.8670681,0
6375,,,,,15,blind channel,2381.817,2381.817,2381.817,4.5978279,0
6376,,,,,15,blind channel,2369.574,2369.574,2369.574,4.5978279,0
6377,,,,,110,distributary channel,1303.453,1303.453,1303.453,3.713789,0
6378,,,,,8,blind channel,1258.004,1258.004,1258.004,4.3124371,0
6379,,,,,15,blind channel,1251.089,1251.089,1251.089,3.7808781,0
6380,,,,,14,blind channel,1964.427,1964.427,1964.427,6.4548311,0
6381,,,,,8,blind channel,607.2742,607.2742,607.2742,2.5052791,0
6382,,,,,15,blind channel,1242.175,1242.175,1242.175,3.9430671,0
6383,,,,,520,distributary channel,1793.633,1793.633,1793.633,2.6879411,1
6384,,,,,217,blind channel,572.632,572.632,572.632,2.466182,0
6385,,,,,7,blind channel,719.6356,719.6356,719.6356,3.175122,0
6386,,,,,9,blind channel,1978.17,1978.17,1978.17,7.2973819,0
6387,,,,,14,blind channel,2096.176,2096.176,2096.176,6.3259201,0
6388,,,,,7,blind channel,2062.433,2062.433,2062.433,3.3036261,0
6389,,,,,6,distributary channel,1734.376,1734.376,1734.376,2.600456,0
6390,,,,,790,distributary channel,1803.317,1803.317,1803.317,2.7514751,1
6391,,,,,12,blind channel,2367.488,2367.488,2367.488,4.576539,0
6392,,,,,16,blind channel,2361.66,2361.66,2361.66,4.066772,0
6393,,,,,107,blind channel,963.152,963.152,963.152,2.4710879,0
6394,,,,,6,blind channel,1240.276,1240.276,1240.276,3.838372,0
6395,,,,,947,distributary channel,1729.012,1729.012,1729.012,2.600456,1
6396,,,,,6,blind channel,1740.568,1740.568,1740.568,2.6001959,0
6397,,,,,29,blind channel,955.6312,955.6312,955.6312,2.4213531,0
6398,,,,,15,blind channel,1327.217,1327.217,1327.217,4.3727522,0
6399,,,,,9,blind channel,2350.675,2350.675,2350.675,3.6537371,0
6400,,,,,11,blind channel,1235.776,1235.776,1235.776,3.595108,0
